wu,wr,wd,wl,au,ar,ad,al,bu,br,bd,bl,dx,dy,direction
96,112,416,400,1,0,0,0,0,0,1,0,0,-32,0
80,112,432,400,1,0,0,0,0,0,1,0,0,-16,0
320,368,192,144,0,0,0,1,1,0,0,0,80,0,3
320,384,192,128,0,0,0,1,0,1,0,0,64,0,3
320,400,192,112,0,0,0,1,0,1,0,0,48,0,3
320,416,192,96,0,0,0,1,0,1,0,0,32,0,3
320,432,192,80,0,0,0,1,0,1,0,0,16,0,3
240,368,272,144,0,1,0,0,0,0,1,0,-192,0,1
240,352,272,160,0,1,0,0,0,0,0,1,-176,0,1
240,336,272,176,0,1,0,0,0,0,0,1,-160,0,1
240,320,272,192,0,1,0,0,0,0,0,1,-144,0,1
240,304,272,208,0,1,0,0,0,0,0,1,-128,0,1
240,288,272,224,0,1,0,0,0,0,0,1,-112,0,1
240,272,272,240,0,1,0,0,0,0,0,1,-96,0,1
240,256,272,256,0,1,0,0,0,0,0,1,-80,0,1
240,240,272,272,0,1,0,0,0,0,0,1,-64,0,1
240,224,272,288,0,1,0,0,0,0,0,1,-48,0,1
240,208,272,304,0,1,0,0,0,0,0,1,-32,0,1
240,192,272,320,0,1,0,0,0,0,0,1,-16,0,1
176,240,336,272,0,0,0,1,0,0,1,0,256,0,3
176,256,336,256,0,0,0,1,0,1,0,0,240,0,3
176,272,336,240,0,0,0,1,0,1,0,0,224,0,3
176,288,336,224,0,0,0,1,0,1,0,0,208,0,3
176,304,336,208,0,0,0,1,0,1,0,0,192,0,3
176,320,336,192,0,0,0,1,0,1,0,0,176,0,3
176,336,336,176,0,0,0,1,0,1,0,0,160,0,3
176,352,336,160,0,0,0,1,0,1,0,0,144,0,3
176,368,336,144,0,0,0,1,0,1,0,0,128,0,3
176,384,336,128,0,0,0,1,0,1,0,0,112,0,3
176,400,336,112,0,0,0,1,0,1,0,0,96,0,3
176,416,336,96,0,0,0,1,0,1,0,0,80,0,3
176,432,336,80,0,0,0,1,0,1,0,0,64,0,3
176,448,336,64,0,0,0,1,0,1,0,0,48,0,3
176,464,336,48,0,0,0,1,0,1,0,0,32,0,3
176,480,336,32,0,0,0,1,0,1,0,0,16,0,3
192,480,320,32,0,1,0,0,1,0,0,0,-416,0,1
192,464,320,48,0,1,0,0,0,0,0,1,-400,0,1
192,448,320,64,0,1,0,0,0,0,0,1,-384,0,1
192,432,320,80,0,1,0,0,0,0,0,1,-368,0,1
192,416,320,96,0,1,0,0,0,0,0,1,-352,0,1
192,400,320,112,0,1,0,0,0,0,0,1,-336,0,1
192,384,320,128,0,1,0,0,0,0,0,1,-320,0,1
192,368,320,144,0,1,0,0,0,0,0,1,-304,0,1
192,352,320,160,0,1,0,0,0,0,0,1,-288,0,1
192,336,320,176,0,1,0,0,0,0,0,1,-272,0,1
192,320,320,192,0,1,0,0,0,0,0,1,-256,0,1
192,304,320,208,0,1,0,0,0,0,0,1,-240,0,1
192,288,320,224,0,1,0,0,0,0,0,1,-224,0,1
192,272,320,240,0,1,0,0,0,0,0,1,-208,0,1
192,256,320,256,0,1,0,0,0,0,0,1,-192,0,1
192,240,320,272,0,1,0,0,0,0,0,1,-176,0,1
192,224,320,288,0,1,0,0,0,0,0,1,-160,0,1
192,208,320,304,0,1,0,0,0,0,0,1,-144,0,1
192,192,320,320,0,1,0,0,0,0,0,1,-128,0,1
192,176,320,336,0,1,0,0,0,0,0,1,-112,0,1
192,160,320,352,0,1,0,0,0,0,0,1,-96,0,1
192,144,320,368,0,1,0,0,0,0,0,1,-80,0,1
192,128,320,384,0,1,0,0,0,0,0,1,-64,0,1
192,112,320,400,0,1,0,0,0,0,0,1,-48,0,1
192,96,320,416,0,1,0,0,0,0,0,1,-32,0,1
192,80,320,432,0,1,0,0,0,0,0,1,-16,0,1
256,128,256,384,0,0,1,0,1,0,0,0,0,96,2
272,128,240,384,0,0,1,0,1,0,0,0,0,80,2
288,128,224,384,0,0,1,0,1,0,0,0,0,64,2
304,128,208,384,0,0,1,0,1,0,0,0,0,48,2
320,128,192,384,0,0,1,0,1,0,0,0,0,32,2
336,128,176,384,0,0,1,0,1,0,0,0,0,16,2
288,64,224,448,1,0,0,0,0,0,1,0,0,-240,0
272,64,240,448,1,0,0,0,0,0,1,0,0,-224,0
256,64,256,448,1,0,0,0,0,0,1,0,0,-208,0
240,64,272,448,1,0,0,0,0,0,1,0,0,-192,0
224,64,288,448,1,0,0,0,0,0,1,0,0,-176,0
208,64,304,448,1,0,0,0,0,0,1,0,0,-160,0
192,64,320,448,1,0,0,0,0,0,1,0,0,-144,0
176,64,336,448,1,0,0,0,0,0,1,0,0,-128,0
160,64,352,448,1,0,0,0,0,0,1,0,0,-112,0
144,64,368,448,1,0,0,0,0,0,1,0,0,-96,0
128,64,384,448,1,0,0,0,0,0,1,0,0,-80,0
112,64,400,448,1,0,0,0,0,0,1,0,0,-64,0
96,64,416,448,1,0,0,0,0,0,1,0,0,-48,0
80,64,432,448,1,0,0,0,0,0,1,0,0,-32,0
64,64,448,448,1,0,0,0,0,0,1,0,0,-16,0
144,160,368,352,0,0,1,0,1,0,0,0,0,96,2
160,160,352,352,0,0,1,0,1,0,0,0,0,80,2
176,160,336,352,0,0,1,0,1,0,0,0,0,64,2
192,160,320,352,0,0,1,0,1,0,0,0,0,48,2
208,160,304,352,0,0,1,0,1,0,0,0,0,32,2
224,160,288,352,0,0,1,0,1,0,0,0,0,16,2
192,208,320,304,0,0,0,1,0,0,1,0,144,0,3
192,224,320,288,0,0,0,1,0,1,0,0,128,0,3
192,240,320,272,0,0,0,1,0,1,0,0,112,0,3
192,256,320,256,0,0,0,1,0,1,0,0,96,0,3
192,272,320,240,0,0,0,1,0,1,0,0,80,0,3
192,288,320,224,0,0,0,1,0,1,0,0,64,0,3
192,304,320,208,0,0,0,1,0,1,0,0,48,0,3
192,320,320,192,0,0,0,1,0,1,0,0,32,0,3
192,336,320,176,0,0,0,1,0,1,0,0,16,0,3
288,256,224,256,0,0,1,0,1,0,0,0,0,176,2
304,256,208,256,0,0,1,0,1,0,0,0,0,160,2
320,256,192,256,0,0,1,0,1,0,0,0,0,144,2
336,256,176,256,0,0,1,0,1,0,0,0,0,128,2
352,256,160,256,0,0,1,0,1,0,0,0,0,112,2
368,256,144,256,0,0,1,0,1,0,0,0,0,96,2
384,256,128,256,0,0,1,0,1,0,0,0,0,80,2
400,256,112,256,0,0,1,0,1,0,0,0,0,64,2
416,256,96,256,0,0,1,0,1,0,0,0,0,48,2
432,256,80,256,0,0,1,0,1,0,0,0,0,32,2
448,256,64,256,0,0,1,0,1,0,0,0,0,16,2
288,80,224,432,1,0,0,0,0,0,1,0,0,-16,0
480,288,32,224,0,0,0,1,1,0,0,0,48,0,3
480,304,32,208,0,0,0,1,0,1,0,0,32,0,3
480,320,32,192,0,0,0,1,0,1,0,0,16,0,3
384,432,128,80,1,0,0,0,0,0,1,0,0,-256,0
368,432,144,80,1,0,0,0,0,0,1,0,0,-240,0
352,432,160,80,1,0,0,0,0,0,1,0,0,-224,0
336,432,176,80,1,0,0,0,0,0,1,0,0,-208,0
320,432,192,80,1,0,0,0,0,0,1,0,0,-192,0
304,432,208,80,1,0,0,0,0,0,1,0,0,-176,0
288,432,224,80,1,0,0,0,0,0,1,0,0,-160,0
272,432,240,80,1,0,0,0,0,0,1,0,0,-144,0
256,432,256,80,1,0,0,0,0,0,1,0,0,-128,0
240,432,272,80,1,0,0,0,0,0,1,0,0,-112,0
224,432,288,80,1,0,0,0,0,0,1,0,0,-96,0
208,432,304,80,1,0,0,0,0,0,1,0,0,-80,0
192,432,320,80,1,0,0,0,0,0,1,0,0,-64,0
176,432,336,80,1,0,0,0,0,0,1,0,0,-48,0
160,432,352,80,1,0,0,0,0,0,1,0,0,-32,0
144,432,368,80,1,0,0,0,0,0,1,0,0,-16,0
384,176,128,336,0,1,0,0,1,0,0,0,-128,0,1
384,160,128,352,0,1,0,0,0,0,0,1,-112,0,1
384,144,128,368,0,1,0,0,0,0,0,1,-96,0,1
384,128,128,384,0,1,0,0,0,0,0,1,-80,0,1
384,112,128,400,0,1,0,0,0,0,0,1,-64,0,1
384,96,128,416,0,1,0,0,0,0,0,1,-48,0,1
384,80,128,432,0,1,0,0,0,0,0,1,-32,0,1
384,64,128,448,0,1,0,0,0,0,0,1,-16,0,1
448,112,64,400,0,0,0,1,1,0,0,0,80,0,3
448,128,64,384,0,0,0,1,0,1,0,0,64,0,3
448,144,64,368,0,0,0,1,0,1,0,0,48,0,3
448,160,64,352,0,0,0,1,0,1,0,0,32,0,3
448,176,64,336,0,0,0,1,0,1,0,0,16,0,3
480,224,32,288,0,0,0,1,1,0,0,0,112,0,3
480,240,32,272,0,0,0,1,0,1,0,0,96,0,3
480,256,32,256,0,0,0,1,0,1,0,0,80,0,3
480,272,32,240,0,0,0,1,0,1,0,0,64,0,3
480,288,32,224,0,0,0,1,0,1,0,0,48,0,3
480,304,32,208,0,0,0,1,0,1,0,0,32,0,3
480,320,32,192,0,0,0,1,0,1,0,0,16,0,3
432,384,80,128,1,0,0,0,0,0,1,0,0,-64,0
416,384,96,128,1,0,0,0,0,0,1,0,0,-48,0
400,384,112,128,1,0,0,0,0,0,1,0,0,-32,0
384,384,128,128,1,0,0,0,0,0,1,0,0,-16,0
192,208,320,304,0,1,0,0,0,0,1,0,-96,0,1
192,192,320,320,0,1,0,0,0,0,0,1,-80,0,1
192,176,320,336,0,1,0,0,0,0,0,1,-64,0,1
192,160,320,352,0,1,0,0,0,0,0,1,-48,0,1
192,144,320,368,0,1,0,0,0,0,0,1,-32,0,1
192,128,320,384,0,1,0,0,0,0,0,1,-16,0,1
480,400,32,112,0,0,0,1,1,0,0,0,48,0,3
480,416,32,96,0,0,0,1,0,1,0,0,32,0,3
480,432,32,80,0,0,0,1,0,1,0,0,16,0,3
288,256,224,256,1,0,0,0,0,0,1,0,0,-128,0
272,256,240,256,1,0,0,0,0,0,1,0,0,-112,0
256,256,256,256,1,0,0,0,0,0,1,0,0,-96,0
240,256,272,256,1,0,0,0,0,0,1,0,0,-80,0
224,256,288,256,1,0,0,0,0,0,1,0,0,-64,0
208,256,304,256,1,0,0,0,0,0,1,0,0,-48,0
192,256,320,256,1,0,0,0,0,0,1,0,0,-32,0
176,256,336,256,1,0,0,0,0,0,1,0,0,-16,0
240,336,272,176,0,0,0,1,1,0,0,0,112,0,3
240,352,272,160,0,0,0,1,0,1,0,0,96,0,3
240,368,272,144,0,0,0,1,0,1,0,0,80,0,3
240,384,272,128,0,0,0,1,0,1,0,0,64,0,3
240,400,272,112,0,0,0,1,0,1,0,0,48,0,3
240,416,272,96,0,0,0,1,0,1,0,0,32,0,3
240,432,272,80,0,0,0,1,0,1,0,0,16,0,3
288,400,224,112,0,1,0,0,1,0,0,0,-176,0,1
288,384,224,128,0,1,0,0,0,0,0,1,-160,0,1
288,368,224,144,0,1,0,0,0,0,0,1,-144,0,1
288,352,224,160,0,1,0,0,0,0,0,1,-128,0,1
288,336,224,176,0,1,0,0,0,0,0,1,-112,0,1
288,320,224,192,0,1,0,0,0,0,0,1,-96,0,1
288,304,224,208,0,1,0,0,0,0,0,1,-80,0,1
288,288,224,224,0,1,0,0,0,0,0,1,-64,0,1
288,272,224,240,0,1,0,0,0,0,0,1,-48,0,1
288,256,224,256,0,1,0,0,0,0,0,1,-32,0,1
288,240,224,272,0,1,0,0,0,0,0,1,-16,0,1
208,144,304,368,0,1,0,0,0,0,1,0,-64,0,1
208,128,304,384,0,1,0,0,0,0,0,1,-48,0,1
208,112,304,400,0,1,0,0,0,0,0,1,-32,0,1
208,96,304,416,0,1,0,0,0,0,0,1,-16,0,1
336,208,176,304,0,0,0,1,1,0,0,0,80,0,3
336,224,176,288,0,0,0,1,0,1,0,0,64,0,3
336,240,176,272,0,0,0,1,0,1,0,0,48,0,3
336,256,176,256,0,0,0,1,0,1,0,0,32,0,3
336,272,176,240,0,0,0,1,0,1,0,0,16,0,3
224,400,288,112,0,0,0,1,0,0,1,0,16,0,3
96,288,416,224,0,1,0,0,0,0,1,0,-144,0,1
96,272,416,240,0,1,0,0,0,0,0,1,-128,0,1
96,256,416,256,0,1,0,0,0,0,0,1,-112,0,1
96,240,416,272,0,1,0,0,0,0,0,1,-96,0,1
96,224,416,288,0,1,0,0,0,0,0,1,-80,0,1
96,208,416,304,0,1,0,0,0,0,0,1,-64,0,1
96,192,416,320,0,1,0,0,0,0,0,1,-48,0,1
96,176,416,336,0,1,0,0,0,0,0,1,-32,0,1
96,160,416,352,0,1,0,0,0,0,0,1,-16,0,1
160,208,352,304,0,0,0,1,1,0,0,0,144,0,3
160,224,352,288,0,0,0,1,0,1,0,0,128,0,3
160,240,352,272,0,0,0,1,0,1,0,0,112,0,3
160,256,352,256,0,0,0,1,0,1,0,0,96,0,3
160,272,352,240,0,0,0,1,0,1,0,0,80,0,3
160,288,352,224,0,0,0,1,0,1,0,0,64,0,3
160,304,352,208,0,0,0,1,0,1,0,0,48,0,3
160,320,352,192,0,0,0,1,0,1,0,0,32,0,3
160,336,352,176,0,0,0,1,0,1,0,0,16,0,3
256,256,256,256,0,0,1,0,1,0,0,0,0,224,2
272,256,240,256,0,0,1,0,1,0,0,0,0,208,2
288,256,224,256,0,0,1,0,1,0,0,0,0,192,2
304,256,208,256,0,0,1,0,1,0,0,0,0,176,2
320,256,192,256,0,0,1,0,1,0,0,0,0,160,2
336,256,176,256,0,0,1,0,1,0,0,0,0,144,2
352,256,160,256,0,0,1,0,1,0,0,0,0,128,2
368,256,144,256,0,0,1,0,1,0,0,0,0,112,2
384,256,128,256,0,0,1,0,1,0,0,0,0,96,2
400,256,112,256,0,0,1,0,1,0,0,0,0,80,2
416,256,96,256,0,0,1,0,1,0,0,0,0,64,2
432,256,80,256,0,0,1,0,1,0,0,0,0,48,2
448,256,64,256,0,0,1,0,1,0,0,0,0,32,2
464,256,48,256,0,0,1,0,1,0,0,0,0,16,2
464,240,48,272,0,1,0,0,0,0,1,0,-80,0,1
464,224,48,288,0,1,0,0,0,0,0,1,-64,0,1
464,208,48,304,0,1,0,0,0,0,0,1,-48,0,1
464,192,48,320,0,1,0,0,0,0,0,1,-32,0,1
464,176,48,336,0,1,0,0,0,0,0,1,-16,0,1
416,112,96,400,1,0,0,0,0,0,1,0,0,-224,0
400,112,112,400,1,0,0,0,0,0,1,0,0,-208,0
384,112,128,400,1,0,0,0,0,0,1,0,0,-192,0
368,112,144,400,1,0,0,0,0,0,1,0,0,-176,0
352,112,160,400,1,0,0,0,0,0,1,0,0,-160,0
336,112,176,400,1,0,0,0,0,0,1,0,0,-144,0
320,112,192,400,1,0,0,0,0,0,1,0,0,-128,0
304,112,208,400,1,0,0,0,0,0,1,0,0,-112,0
288,112,224,400,1,0,0,0,0,0,1,0,0,-96,0
272,112,240,400,1,0,0,0,0,0,1,0,0,-80,0
256,112,256,400,1,0,0,0,0,0,1,0,0,-64,0
240,112,272,400,1,0,0,0,0,0,1,0,0,-48,0
224,112,288,400,1,0,0,0,0,0,1,0,0,-32,0
208,112,304,400,1,0,0,0,0,0,1,0,0,-16,0
320,240,192,272,0,0,0,1,1,0,0,0,48,0,3
320,256,192,256,0,0,0,1,0,1,0,0,32,0,3
320,272,192,240,0,0,0,1,0,1,0,0,16,0,3
336,304,176,208,0,0,0,1,1,0,0,0,144,0,3
336,320,176,192,0,0,0,1,0,1,0,0,128,0,3
336,336,176,176,0,0,0,1,0,1,0,0,112,0,3
336,352,176,160,0,0,0,1,0,1,0,0,96,0,3
336,368,176,144,0,0,0,1,0,1,0,0,80,0,3
336,384,176,128,0,0,0,1,0,1,0,0,64,0,3
336,400,176,112,0,0,0,1,0,1,0,0,48,0,3
336,416,176,96,0,0,0,1,0,1,0,0,32,0,3
336,432,176,80,0,0,0,1,0,1,0,0,16,0,3
272,384,240,128,1,0,0,0,0,0,1,0,0,-16,0
224,352,288,160,0,1,0,0,0,0,1,0,-16,0,1
224,336,288,176,0,1,0,0,0,0,0,1,-224,0,1
224,320,288,192,0,1,0,0,0,0,0,1,-208,0,1
224,304,288,208,0,1,0,0,0,0,0,1,-192,0,1
224,288,288,224,0,1,0,0,0,0,0,1,-176,0,1
224,272,288,240,0,1,0,0,0,0,0,1,-160,0,1
224,256,288,256,0,1,0,0,0,0,0,1,-144,0,1
224,240,288,272,0,1,0,0,0,0,0,1,-128,0,1
224,224,288,288,0,1,0,0,0,0,0,1,-112,0,1
224,208,288,304,0,1,0,0,0,0,0,1,-96,0,1
224,192,288,320,0,1,0,0,0,0,0,1,-80,0,1
224,176,288,336,0,1,0,0,0,0,0,1,-64,0,1
224,160,288,352,0,1,0,0,0,0,0,1,-48,0,1
224,144,288,368,0,1,0,0,0,0,0,1,-32,0,1
224,128,288,384,0,1,0,0,0,0,0,1,-16,0,1
368,256,144,256,0,0,0,1,1,0,0,0,224,0,3
368,272,144,240,0,0,0,1,0,1,0,0,208,0,3
368,288,144,224,0,0,0,1,0,1,0,0,192,0,3
368,304,144,208,0,0,0,1,0,1,0,0,176,0,3
368,320,144,192,0,0,0,1,0,1,0,0,160,0,3
368,336,144,176,0,0,0,1,0,1,0,0,144,0,3
368,352,144,160,0,0,0,1,0,1,0,0,128,0,3
368,368,144,144,0,0,0,1,0,1,0,0,112,0,3
368,384,144,128,0,0,0,1,0,1,0,0,96,0,3
368,400,144,112,0,0,0,1,0,1,0,0,80,0,3
368,416,144,96,0,0,0,1,0,1,0,0,64,0,3
368,432,144,80,0,0,0,1,0,1,0,0,48,0,3
368,448,144,64,0,0,0,1,0,1,0,0,32,0,3
368,464,144,48,0,0,0,1,0,1,0,0,16,0,3
176,288,336,224,1,0,0,0,0,0,1,0,0,-144,0
160,288,352,224,1,0,0,0,0,0,1,0,0,-128,0
144,288,368,224,1,0,0,0,0,0,1,0,0,-112,0
128,288,384,224,1,0,0,0,0,0,1,0,0,-96,0
112,288,400,224,1,0,0,0,0,0,1,0,0,-80,0
96,288,416,224,1,0,0,0,0,0,1,0,0,-64,0
80,288,432,224,1,0,0,0,0,0,1,0,0,-48,0
64,288,448,224,1,0,0,0,0,0,1,0,0,-32,0
48,288,464,224,1,0,0,0,0,0,1,0,0,-16,0
48,272,464,240,0,1,0,0,1,0,0,0,-160,0,1
48,256,464,256,0,1,0,0,0,0,0,1,-144,0,1
48,240,464,272,0,1,0,0,0,0,0,1,-128,0,1
48,224,464,288,0,1,0,0,0,0,0,1,-112,0,1
48,208,464,304,0,1,0,0,0,0,0,1,-96,0,1
48,192,464,320,0,1,0,0,0,0,0,1,-80,0,1
48,176,464,336,0,1,0,0,0,0,0,1,-64,0,1
48,160,464,352,0,1,0,0,0,0,0,1,-48,0,1
48,144,464,368,0,1,0,0,0,0,0,1,-32,0,1
48,128,464,384,0,1,0,0,0,0,0,1,-16,0,1
80,80,432,432,0,1,0,0,1,0,0,0,-16,0,1
384,368,128,144,0,0,1,0,1,0,0,0,0,32,2
400,368,112,144,0,0,1,0,1,0,0,0,0,16,2
240,192,272,320,0,1,0,0,0,0,1,0,-16,0,1
224,192,288,320,0,0,0,1,0,0,1,0,80,0,3
224,208,288,304,0,0,0,1,0,1,0,0,64,0,3
224,224,288,288,0,0,0,1,0,1,0,0,48,0,3
224,240,288,272,0,0,0,1,0,1,0,0,32,0,3
224,256,288,256,0,0,0,1,0,1,0,0,16,0,3
288,336,224,176,0,0,1,0,1,0,0,0,0,192,2
304,336,208,176,0,0,1,0,1,0,0,0,0,176,2
320,336,192,176,0,0,1,0,1,0,0,0,0,160,2
336,336,176,176,0,0,1,0,1,0,0,0,0,144,2
352,336,160,176,0,0,1,0,1,0,0,0,0,128,2
368,336,144,176,0,0,1,0,1,0,0,0,0,112,2
384,336,128,176,0,0,1,0,1,0,0,0,0,96,2
400,336,112,176,0,0,1,0,1,0,0,0,0,80,2
416,336,96,176,0,0,1,0,1,0,0,0,0,64,2
432,336,80,176,0,0,1,0,1,0,0,0,0,48,2
448,336,64,176,0,0,1,0,1,0,0,0,0,32,2
464,336,48,176,0,0,1,0,1,0,0,0,0,16,2
416,400,96,112,1,0,0,0,0,0,1,0,0,-336,0
400,400,112,112,1,0,0,0,0,0,1,0,0,-320,0
384,400,128,112,1,0,0,0,0,0,1,0,0,-304,0
368,400,144,112,1,0,0,0,0,0,1,0,0,-288,0
352,400,160,112,1,0,0,0,0,0,1,0,0,-272,0
336,400,176,112,1,0,0,0,0,0,1,0,0,-256,0
320,400,192,112,1,0,0,0,0,0,1,0,0,-240,0
304,400,208,112,1,0,0,0,0,0,1,0,0,-224,0
288,400,224,112,1,0,0,0,0,0,1,0,0,-208,0
272,400,240,112,1,0,0,0,0,0,1,0,0,-192,0
256,400,256,112,1,0,0,0,0,0,1,0,0,-176,0
240,400,272,112,1,0,0,0,0,0,1,0,0,-160,0
224,400,288,112,1,0,0,0,0,0,1,0,0,-144,0
208,400,304,112,1,0,0,0,0,0,1,0,0,-128,0
192,400,320,112,1,0,0,0,0,0,1,0,0,-112,0
176,400,336,112,1,0,0,0,0,0,1,0,0,-96,0
160,400,352,112,1,0,0,0,0,0,1,0,0,-80,0
144,400,368,112,1,0,0,0,0,0,1,0,0,-64,0
128,400,384,112,1,0,0,0,0,0,1,0,0,-48,0
112,400,400,112,1,0,0,0,0,0,1,0,0,-32,0
96,400,416,112,1,0,0,0,0,0,1,0,0,-16,0
112,432,400,80,0,0,1,0,1,0,0,0,0,224,2
128,432,384,80,0,0,1,0,1,0,0,0,0,208,2
144,432,368,80,0,0,1,0,1,0,0,0,0,192,2
160,432,352,80,0,0,1,0,1,0,0,0,0,176,2
176,432,336,80,0,0,1,0,1,0,0,0,0,160,2
192,432,320,80,0,0,1,0,1,0,0,0,0,144,2
208,432,304,80,0,0,1,0,1,0,0,0,0,128,2
224,432,288,80,0,0,1,0,1,0,0,0,0,112,2
240,432,272,80,0,0,1,0,1,0,0,0,0,96,2
256,432,256,80,0,0,1,0,1,0,0,0,0,80,2
272,432,240,80,0,0,1,0,1,0,0,0,0,64,2
288,432,224,80,0,0,1,0,1,0,0,0,0,48,2
304,432,208,80,0,0,1,0,1,0,0,0,0,32,2
320,432,192,80,0,0,1,0,1,0,0,0,0,16,2
48,144,464,368,0,1,0,0,0,0,1,0,-80,0,1
48,128,464,384,0,1,0,0,0,0,0,1,-64,0,1
48,112,464,400,0,1,0,0,0,0,0,1,-48,0,1
48,96,464,416,0,1,0,0,0,0,0,1,-32,0,1
48,80,464,432,0,1,0,0,0,0,0,1,-16,0,1
208,224,304,288,0,1,0,0,0,0,1,0,-96,0,1
208,208,304,304,0,1,0,0,0,0,0,1,-80,0,1
208,192,304,320,0,1,0,0,0,0,0,1,-64,0,1
208,176,304,336,0,1,0,0,0,0,0,1,-48,0,1
208,160,304,352,0,1,0,0,0,0,0,1,-32,0,1
208,144,304,368,0,1,0,0,0,0,0,1,-16,0,1
32,304,480,208,0,0,0,1,0,0,1,0,16,0,3
144,208,368,304,0,1,0,0,1,0,0,0,-16,0,1
272,64,240,448,0,0,1,0,1,0,0,0,0,96,2
288,64,224,448,0,0,1,0,1,0,0,0,0,80,2
304,64,208,448,0,0,1,0,1,0,0,0,0,64,2
320,64,192,448,0,0,1,0,1,0,0,0,0,48,2
336,64,176,448,0,0,1,0,1,0,0,0,0,32,2
352,64,160,448,0,0,1,0,1,0,0,0,0,16,2
192,240,320,272,0,0,0,1,0,0,1,0,208,0,3
192,256,320,256,0,0,0,1,0,1,0,0,192,0,3
192,272,320,240,0,0,0,1,0,1,0,0,176,0,3
192,288,320,224,0,0,0,1,0,1,0,0,160,0,3
192,304,320,208,0,0,0,1,0,1,0,0,144,0,3
192,320,320,192,0,0,0,1,0,1,0,0,128,0,3
192,336,320,176,0,0,0,1,0,1,0,0,112,0,3
192,352,320,160,0,0,0,1,0,1,0,0,96,0,3
192,368,320,144,0,0,0,1,0,1,0,0,80,0,3
192,384,320,128,0,0,0,1,0,1,0,0,64,0,3
192,400,320,112,0,0,0,1,0,1,0,0,48,0,3
192,416,320,96,0,0,0,1,0,1,0,0,32,0,3
192,432,320,80,0,0,0,1,0,1,0,0,16,0,3
96,352,416,160,0,1,0,0,0,0,1,0,-240,0,1
96,336,416,176,0,1,0,0,0,0,0,1,-224,0,1
96,320,416,192,0,1,0,0,0,0,0,1,-208,0,1
96,304,416,208,0,1,0,0,0,0,0,1,-192,0,1
96,288,416,224,0,1,0,0,0,0,0,1,-176,0,1
96,272,416,240,0,1,0,0,0,0,0,1,-160,0,1
96,256,416,256,0,1,0,0,0,0,0,1,-144,0,1
96,240,416,272,0,1,0,0,0,0,0,1,-128,0,1
96,224,416,288,0,1,0,0,0,0,0,1,-112,0,1
96,208,416,304,0,1,0,0,0,0,0,1,-96,0,1
96,192,416,320,0,1,0,0,0,0,0,1,-80,0,1
96,176,416,336,0,1,0,0,0,0,0,1,-64,0,1
96,160,416,352,0,1,0,0,0,0,0,1,-48,0,1
96,144,416,368,0,1,0,0,0,0,0,1,-32,0,1
96,128,416,384,0,1,0,0,0,0,0,1,-16,0,1
192,208,320,304,0,0,1,0,1,0,0,0,0,16,2
400,48,112,464,0,0,0,1,1,0,0,0,288,0,3
400,64,112,448,0,0,0,1,0,1,0,0,272,0,3
400,80,112,432,0,0,0,1,0,1,0,0,256,0,3
400,96,112,416,0,0,0,1,0,1,0,0,240,0,3
400,112,112,400,0,0,0,1,0,1,0,0,224,0,3
400,128,112,384,0,0,0,1,0,1,0,0,208,0,3
400,144,112,368,0,0,0,1,0,1,0,0,192,0,3
400,160,112,352,0,0,0,1,0,1,0,0,176,0,3
400,176,112,336,0,0,0,1,0,1,0,0,160,0,3
400,192,112,320,0,0,0,1,0,1,0,0,144,0,3
400,208,112,304,0,0,0,1,0,1,0,0,128,0,3
400,224,112,288,0,0,0,1,0,1,0,0,112,0,3
400,240,112,272,0,0,0,1,0,1,0,0,96,0,3
400,256,112,256,0,0,0,1,0,1,0,0,80,0,3
400,272,112,240,0,0,0,1,0,1,0,0,64,0,3
400,288,112,224,0,0,0,1,0,1,0,0,48,0,3
400,304,112,208,0,0,0,1,0,1,0,0,32,0,3
400,320,112,192,0,0,0,1,0,1,0,0,16,0,3
320,256,192,256,1,0,0,0,0,0,1,0,0,-112,0
304,256,208,256,1,0,0,0,0,0,1,0,0,-96,0
288,256,224,256,1,0,0,0,0,0,1,0,0,-80,0
272,256,240,256,1,0,0,0,0,0,1,0,0,-64,0
256,256,256,256,1,0,0,0,0,0,1,0,0,-48,0
240,256,272,256,1,0,0,0,0,0,1,0,0,-32,0
224,256,288,256,1,0,0,0,0,0,1,0,0,-16,0
416,48,96,464,0,1,0,0,1,0,0,0,-16,0,1
400,48,112,464,0,0,0,1,0,0,1,0,208,0,3
400,64,112,448,0,0,0,1,0,1,0,0,192,0,3
400,80,112,432,0,0,0,1,0,1,0,0,176,0,3
400,96,112,416,0,0,0,1,0,1,0,0,160,0,3
400,112,112,400,0,0,0,1,0,1,0,0,144,0,3
400,128,112,384,0,0,0,1,0,1,0,0,128,0,3
400,144,112,368,0,0,0,1,0,1,0,0,112,0,3
400,160,112,352,0,0,0,1,0,1,0,0,96,0,3
400,176,112,336,0,0,0,1,0,1,0,0,80,0,3
400,192,112,320,0,0,0,1,0,1,0,0,64,0,3
400,208,112,304,0,0,0,1,0,1,0,0,48,0,3
400,224,112,288,0,0,0,1,0,1,0,0,32,0,3
400,240,112,272,0,0,0,1,0,1,0,0,16,0,3
272,384,240,128,1,0,0,0,0,0,1,0,0,-48,0
256,384,256,128,1,0,0,0,0,0,1,0,0,-32,0
240,384,272,128,1,0,0,0,0,0,1,0,0,-16,0
208,400,304,112,1,0,0,0,0,0,1,0,0,-112,0
192,400,320,112,1,0,0,0,0,0,1,0,0,-96,0
